RCD,Molecule,Name,PubChem_CID,PMID,Remark,Latest_update,Data_source
Ferroptosis,Flubendazole,Flubendazole,35802,33197601,,06/30/2021,FerrDb team
Ferroptosis,6-Gingerol,6-Gingerol,442793,33281606,,07/04/2021,FerrDb team
Ferroptosis,Butyrate,Butyrate,104775,33298848,,07/08/2021,FerrDb team
Ferroptosis,DCA,dichloroacetate,25975,33166055,,07/16/2021,FerrDb team
Ferroptosis,Sorafenib,Sorafenib,216239,33162029,,07/20/2021,FerrDb team
Ferroptosis,FIPC-1,Ferroptosis Inducing Peroxide for Chemoproteomics-1,,33124817,,07/29/2021,FerrDb team
Ferroptosis,PACMA31,PACMA31,66555902,33124817,,08/05/2021,FerrDb team
Ferroptosis,DHA,Dihydroartemisinin,3000518,33149601,,08/13/2021,FerrDb team
Ferroptosis,ART,Artesunate,6917864,33121039,,08/20/2021,FerrDb team
Ferroptosis,Disulfiram,Disulfiram,3117,33116640,,08/27/2021,FerrDb team
Ferroptosis,Andrographis,Andrographis,5318517,32835374,,08/30/2021,FerrDb team
Ferroptosis,Ginkgetin,Ginkgetin,5271805,33113504,,08/30/2021,FerrDb team
Ferroptosis,H2O2,Hydrogen peroxide,784,33017631,,09/01/2021,FerrDb team
Ferroptosis,TCBQ,Tetrachlorobenzoquinone,,33017703,,09/06/2021,FerrDb team
Ferroptosis,Itraconazole,Itraconazole,55283,32951314,,09/10/2021,FerrDb team
Ferroptosis,ART,Artemether,68911,32947011,,09/13/2021,FerrDb team
Ferroptosis,Hcy,Homocysteine,91552,32896601,,09/17/2021,FerrDb team
Ferroptosis,ART,Artesunate,6917864,32957040,,09/17/2021,FerrDb team
Ferroptosis,decitabine,decitabine,451668,32984038,,09/26/2021,FerrDb team
Ferroptosis,Ori,Oridonin,5321010,32869425,,09/27/2021,FerrDb team
Ferroptosis,MI‑463,menin‑MLL inhibitor MI‑463,,32945449,,09/27/2021,FerrDb team
Ferroptosis,SRT1720,SRT1720,25232708,32896720,,09/27/2021,FerrDb team
Ferroptosis,resveratrol,resveratrol,445154,32896720,,09/27/2021,FerrDb team
Ferroptosis,QD394,QD394,_NA_,32809827,,10/08/2021,FerrDb team
Ferroptosis,QD394-Me,QD394-Me,_NA_,32809827,,10/08/2021,FerrDb team
Ferroptosis,Tan IIA,Tanshinone IIA,164676,32776119,,10/08/2021,FerrDb team
Ferroptosis,Doranidazole,Doranidazole,164486,32807853,,10/13/2021,FerrDb team
Ferroptosis,Misonidazole,Misonidazole,26105,32807853,,10/13/2021,FerrDb team
Ferroptosis,FTY720,fingolimod,107970,32810509,,10/14/2021,FerrDb team
Ferroptosis,SS,sodium selenite,24934,32805675,,10/14/2021,FerrDb team
Ferroptosis,DHI,Dihydrotanshinone I,11425923,32863935,,10/14/2021,FerrDb team
Ferroptosis,6-OHDA,6-hydroxydopamine,4624,32770451,,10/15/2021,FerrDb team
Ferroptosis,Chrysophanol,Chrysophanol,10208,32811746,,10/17/2021,FerrDb team
Ferroptosis,Irisin,Irisin,381127532,32953980,,10/28/2021,FerrDb team
Ferroptosis,AUR,Auranofin,24199313,32732975,,11/04/2021,FerrDb team
Ferroptosis,FC,Formosanin C,21603986,32751249,,11/04/2021,FerrDb team
Ferroptosis,7J,quinazolinyl-arylurea derivatives 7J,_NA_,32827851,,11/05/2021,FerrDb team
Ferroptosis,DGLA,dihomogammalinolenic acid,5280581,32652074,,11/11/2021,FerrDb team
Ferroptosis,SAS,Sulfasalazine,5339,32782585,,11/16/2021,FerrDb team
Ferroptosis,DHA,Dihydroartemisinin,3000518,32452511,,11/17/2021,FerrDb team
Ferroptosis,Arsenic,Arsenic,5359596,32593899,,11/18/2021,FerrDb team
Ferroptosis,NaAsO2,Sodium arsenite,443495,32593899,,11/18/2021,FerrDb team
Ferroptosis,JQ1,JQ1,46907787,32536370,,11/21/2021,FerrDb team
Ferroptosis,I-BET151,I-BET151,52912189,32536370,,11/21/2021,FerrDb team
Ferroptosis,GNA,Gambogenic Acid,10794070,32533954,,11/25/2021,FerrDb team
Ferroptosis,Solasonine,Solasonine,119247,32531676,,11/25/2021,FerrDb team
Ferroptosis,Aridanin,Aridanin,73146,32559584,,11/25/2021,FerrDb team
Ferroptosis,ATPR,all-trans retinoic acid derivative,,32534056,,11/26/2021,FerrDb team
Ferroptosis,SAS,Sulfasalazine,5339,32685019,,11/20/2021,FerrDb team
Ferroptosis,H2O2,Hydrogen peroxide,784,33335755,,11/30/2021,FerrDb team
Ferroptosis,Rapamycin,Rapamycin,71308609,32457486,,11/30/2021,FerrDb team
Ferroptosis,Salinomycin,Salinomycin,3085092,32083771,,12/01/2021,FerrDb team
Ferroptosis,AUR,Auranofin,24199313,32416440,,12/01/2021,FerrDb team
Ferroptosis,Erastin,Erastin,11214940,32416440,,12/01/2021,FerrDb team
Ferroptosis,BSO,buthionine sulfoxime,119565,32416440,,12/01/2021,FerrDb team
Ferroptosis,RSL3,"(1S,3R)-RSL3",1750826,32416440,,12/01/2021,FerrDb team
Ferroptosis,busulfan,busulfan,2478,32416107,,12/01/2021,FerrDb team
Ferroptosis,Erianin,Erianin,11214940,32382060,,12/02/2021,FerrDb team
Ferroptosis,DOX,Doxorubicin,31703,32376803,,12/02/2021,FerrDb team
Ferroptosis,KA,Kainic acid,10255,32327603,_NA_,12/09/2021,FerrDb team
Ferroptosis,ART,Artesunate,6917864,32283634,_NA_,12/09/2021,FerrDb team
Ferroptosis,β-elemene,beta-Elemene,6918391,32308771,Combinative treatment with cetuximab.,12/09/2021,FerrDb team
Ferroptosis,PEITC,β-Phenethyl isothiocyanate,16741,32322335,_NA_,12/15/2021,FerrDb team
Ferroptosis,IMCA,2-imino-6-methoxy-2H-chromene-3-carbothioamide,828049,32322334,A benzopyran derivative.,12/15/2021,FerrDb team
Ferroptosis,Vorinostat,Vorinostat,5311,32235498,Combined with SASP.,12/16/2021,FerrDb team
Ferroptosis,ML210,[4-[Bis(4-chlorophenyl)methyl]-1-piperazinyl]-(5-methyl-4-nitro-3-isoxazolyl)methanone,49766530,32231343,No specific instructions.,12/16/2021,FerrDb team
Ferroptosis,FAC,Ferric ammonium citrate,14457,32217194,_NA_,12/17/2021,FerrDb team
Ferroptosis,ACP,Actinidia chinensis Planch,_NA_,32203890,Traditional Chinise medicine,12/17/2021,FerrDb team
Ferroptosis,Zalcitabine,Zalcitabine,24066,32186434,_NA_,12/19/2021,FerrDb team
Ferroptosis,D-gal,D-Galactose,6036,32112499,_NA_,12/20/2021,FerrDb team
Ferroptosis,Vitamin C,Ascorbic acid,54670067,32183295,_NA_,12/20/2021,FerrDb team
Ferroptosis,NaAsO2,Sodium arsenite,443495,32151864,_NA_,12/20/2021,FerrDb team
Ferroptosis,PEITC,Phenethyl isothiocyanate,16741,32132657,_NA_,12/22/2021,FerrDb team
Ferroptosis,Nitroprusside,Sodium nitroprusside,11953895,32122653,_NA_,12/22/2021,FerrDb team
Ferroptosis,LPS,Lipopolysaccharide,11970143,32161620,_NA_,12/22/2021,FerrDb team
Ferroptosis,APAP,Acetaminophen,1983,32094346,_NA_,12/30/2021,FerrDb team
Ferroptosis,AF,Amentoflavone,5281600,32057904,_NA_,12/30/2021,FerrDb team
Ferroptosis,Furosine,Furosine,92043346,32155537,_NA_,12/30/2021,FerrDb team
Ferroptosis,Acrolein,Acrolein,7847,31975626,_NA_,12/30/2021,FerrDb team
Ferroptosis,Methyl vinyl ketone,Methyl vinyl ketone,6570,31975626,_NA_,12/30/2021,FerrDb team
Ferroptosis,Sodium Chlorate,Sodium Chlorate,516902,31935947,_NA_,12/30/2021,FerrDb team
Ferroptosis,β-d-Xyloside,4-methylumbelliferyl-β-d-xylopyranoside,92229,31935947,_NA_,12/30/2021,FerrDb team
Ferroptosis,H2O2,Hydrogen peroxide,784,32115506,_NA_,01/07/2022,FerrDb team
Ferroptosis,Ibuprofen,Ibuprofen,3672,31490283,_NA_,01/07/2022,FerrDb team
Ferroptosis,CH,Cumene hydroperoxide,6629,31901729,_NA_,01/07/2022,FerrDb team
Ferroptosis,ALZ003,ALZ003,_NA_,31896509,A curcumin analog.,01/07/2022,FerrDb team
Ferroptosis,Ruscogenin,Ruscogenin,441893,31894321,_NA_,01/07/2022,FerrDb team
Ferroptosis,Sorafenib,Sorafenib,216239,31679460,_NA_,01/07/2022,FerrDb team
Ferroptosis,Arsenic,Arsenic,5359596,31735470,_NA_,01/10/2022,FerrDb team
Ferroptosis,NaAsO2,Sodium arsenite,443495,31735470,_NA_,01/10/2022,FerrDb team
Ferroptosis,APAP,Acetaminophen,1983,31541463,_NA_,01/10/2022,FerrDb team
Ferroptosis,DHA,Dihydroartemisinin,3000518,31114026,_NA_,01/10/2022,FerrDb team
Ferroptosis,Artemisinin,Artemisinin,68827,31114026,_NA_,01/10/2022,FerrDb team
Ferroptosis,DMOCPTL,DMOCPTL,_NA_,33472669,A derivative of natural product parthenolide.,01/19/2022,FerrDb team
Ferroptosis,ferric citrate,ferric citrate,61300,33390840,_NA_,01/19/2022,FerrDb team
Ferroptosis,Quercetin,Quercetin,5280343,33347603,_NA_,01/19/2022,FerrDb team
Ferroptosis,EF24,"3,5-bis((E)-2-fluorobenzylidene)piperidin-4-one hydrochloride",70674488,33453607,A synthetic analogue of curcumin.,01/19/2022,FerrDb team
Ferroptosis,Cis,Cisplatin,5702198,34302894,_NA_,01/26/2022,FerrDb team
Ferroptosis,Curcumin,Curcumin,969516,33656766,_NA_,02/10/2022,FerrDb team
Ferroptosis,NaAsO2,Sodium arsenite,443495,33722599,_NA_,02/10/2022,FerrDb team
Ferroptosis,BLM,bleomycin,5460769,34175430,_NA_,02/10/2022,FerrDb team
Ferroptosis,MPP+,1-methyl-4-phenylpyridinium,39484,33737050,_NA_,02/10/2022,FerrDb team
Ferroptosis,Temozolomide,Temozolomide,5394,34427071,_NA_,02/10/2022,FerrDb team
Ferroptosis,Metformin,Metformin,4091,34162423,_NA_,02/12/2022,FerrDb team
Ferroptosis,Arginine,Arginine,6322,34162423,_NA_,02/12/2022,FerrDb team
Ferroptosis,PQ,Paraquat,15939,34394837,_NA_,02/21/2022,FerrDb team
Ferroptosis,AA,Aristolochic acid,2236,34673015,_NA_,02/23/2022,FerrDb team
Ferroptosis,ALI,Aristolactam I,96710,34673015,A nephrotoxic metabolite of AAI.,02/23/2022,FerrDb team
Ferroptosis,ITC-ARi 13,isothiocyanate-containing hybrid AR antagonist,_NA_,33470049,Combined with BSO to induce ferroptosis.,02/24/2022,FerrDb team
Ferroptosis,BSO,Sulfoximine,21116448,33470049,Combined with ITC-ARi 13 to induce ferroptosis.,02/24/2022,FerrDb team
Ferroptosis,T-2 toxin,T-2 toxin,5284461,34918923,_NA_,02/24/2022,FerrDb team
Ferroptosis,Apatinib,Apatinib,11315474,33544270,_NA_,02/24/2022,FerrDb team
Ferroptosis,Metformin,Metformin,4091,33522578,_NA_,02/24/2022,FerrDb team
Ferroptosis,Ferrous sulfate,Ferrous sulfate,24393,34747604,_NA_,02/24/2022,FerrDb team
Ferroptosis,ZINC,ZINC,23994,34922903,_NA_,02/24/2022,FerrDb team
Ferroptosis,DT,Dihydroisotanshinone I,89406,33862493,_NA_,03/02/2022,FerrDb team
Ferroptosis,CCCP,carbonyl cyanide-m-chlorophenyl-hydrazine,2603,33594527,A mitophagy agonist.,03/02/2022,FerrDb team
Ferroptosis,LPS,Lipopolysaccharide,11970143,33774026,_NA_,03/02/2022,FerrDb team
Ferroptosis,NaIO3,Sodium iodate,23675764,33895485,_NA_,03/02/2022,FerrDb team
Ferroptosis,glucose,glucose,5793,33565572,High glucose(25 mM) could induce ferroptosis.,03/02/2022,FerrDb team
Ferroptosis,MC-LR,Microcystin-LR,445434,34365207,_NA_,03/02/2022,FerrDb team
Ferroptosis,DHA,Dihydroartemisinin,3000518,34558645,_NA_,03/02/2022,FerrDb team
Ferroptosis,NaIO3,Sodium iodate,23675764,33658488,_NA_,03/02/2022,FerrDb team
Ferroptosis,Orlistat,Orlistat,3034010,34085184,Orlistat induces ferroptosis-like cell death.,03/02/2022,FerrDb team
Ferroptosis,Cd,Cadmium,23973,34520822,_NA_,03/02/2022,FerrDb team
Ferroptosis,Vitamin C,Ascorbic acid,54670067,33714759,Also known as ascorbic acid.,03/02/2022,FerrDb team
Ferroptosis,olaparib,olaparib,23725625,33722571,_NA_,03/02/2022,FerrDb team
Ferroptosis,Cd,Cadmium,23973,34610361,_NA_,03/02/2022,FerrDb team
Ferroptosis,MPP+,Cyperquat,39484,33634378,_NA_,03/02/2022,FerrDb team
Ferroptosis,Ketamine,Ketamine,3821,34800882,_NA_,03/02/2022,FerrDb team
Ferroptosis,Cd,Cadmium,23973,34558789,_NA_,03/03/2022,FerrDb team
Ferroptosis,Everolimus,Everolimus,6442177,34648917,_NA_,03/08/2022,FerrDb team
Ferroptosis,Tan IIA,Tanshinone IIA,164676,34661962,_NA_,03/08/2022,FerrDb team
Ferroptosis,GA,18b-Glycyrrhetic acid,9897771,34271106,An active compound from medicinal herbal Licorice.,03/08/2022,FerrDb team
Ferroptosis,TPZ,Tirapazamine,135413511,34147710,_NA_,03/09/2022,FerrDb team
Ferroptosis,PRLX93936,PRLX93936,11559627,34237431,An analog of erastin.,03/09/2022,FerrDb team
Ferroptosis,Cis,Cisplatin,5702198,34237431,_NA_,03/09/2022,FerrDb team
Ferroptosis,Chrysin,Chrysin,5281607,34673014,_NA_,03/09/2022,FerrDb team
Ferroptosis,gem,gemcitabine,60750,34673014,_NA_,03/09/2022,FerrDb team
Ferroptosis,Auriculasin,Auriculasin,5358846,34872005,,03/16/2022,FerrDb team
Ferroptosis,Shuganning injection,Shuganning injection,_NA_,33827043,"A traditional Chinese patent medicine, which is composed of 4 herbal extracts, including Ganoderma Lucidum, Isatidis Radix, Gardeniae Fructus, Artemisiae Scopariae Herba, and a flavone glycoside baicalin.",03/15/2022,FerrDb team
Ferroptosis,PAL,Ringer's lactate,6335487,33940548,_NA_,03/15/2022,FerrDb team
Ferroptosis,Guizhi Fuling Capsule,Guizhi Fuling Capsule,_NA_,33771639,"A classical traditional Chinese medicine. This formulation consists of five mainly herbs including Cinnamomum cassia Presl (Cinnamomi Ramulus), Poria cocos (Schw.) Wolf (Poria), Paeonia suffruticosa Andr. (Moutan Cortex), Paeonia lactiflora Pall (Paeoniae Radix Alba), and Prunus persica (L.). Batsch (Persicae Semen).",03/15/2022,FerrDb team
Ferroptosis,27HC,27-Hydroxycholesterol,123976,34429409,_NA_,03/15/2022,FerrDb team
Ferroptosis,Juglone,Juglone,3806,34100505,_NA_,03/15/2022,FerrDb team
Ferroptosis,ent-Kaurane diterpenoids,11β-hydroxy-ent-16-kaurene-15-one,_NA_,33905957,A ent-kaurane diterpenoid isolated from Chinese liverworts Jungermannia tetragona Lindenb.,03/15/2022,FerrDb team
Ferroptosis,Auriculasin,Auriculasin,5358846,34872005,_NA_,03/16/2022,FerrDb team
Ferroptosis,OA,Oleanolic acid,10494,33548628,_NA_,03/16/2022,FerrDb team
Ferroptosis,HD,hydnocarpin D,11431204,33926261,_NA_,03/20/2022,FerrDb team
Ferroptosis,FK228,Romidepsin,5352062,34600336,_NA_,03/21/2022,FerrDb team
Ferroptosis,Andrographis,Andrographis,5318517,33824419,_NA_,03/21/2022,FerrDb team
Ferroptosis,RF-A,robustaflavone A,_NA_,33639365,A C-3′-C-6″ biflavonoid isolated from Selaginella trichoclada.,03/21/2022,FerrDb team
Ferroptosis,PunA,Punicic Acid,5281126,34444911,_NA_,03/21/2022,FerrDb team
Ferroptosis,DM10,"1,1′-(Decane-1,10-diyl)bis(5-fluoroindoline-2,3-dione)",_NA_,33495517,A bis-isatin derivative.,03/21/2022,FerrDb team
Ferroptosis,(R)-DCPP,Dichlorprop-P,119435,34196530,"A chiral herbicide, tested in A. thaliana.",03/22/2022,FerrDb team
Ferroptosis,Alumina,Alumina,14769,33858114,_NA_,03/22/2022,FerrDb team
Ferroptosis,R4–6A2,R4–6A2,_NA_,33858114,IFN-γ neutralizing antibody.,03/22/2022,FerrDb team
Ferroptosis,DOX,Doxorubicin,31703,34296293,_NA_,03/22/2022,FerrDb team
Ferroptosis,Nortriptyline hydrochloride,Nortriptyline hydrochloride,441358,34609966,_NA_,03/30/2022,FerrDb team
Ferroptosis,Dioscin,Dioscin,119245,33878610,_NA_,03/30/2022,FerrDb team
Ferroptosis,m6A,N6-methyladenosine,102175,34607160,Inhibition of m6A modification confers resistance to HSC ferroptosis.,03/30/2022,FerrDb team
Ferroptosis,DMF,Dimethyl fumarate,637568,33876201,_NA_,03/30/2022,FerrDb team
Ferroptosis,DHA,Dihydroartemisinin,3000518,34262021,DHA exhibits synergistic therapeutic efficacy with cisplatin.,03/30/2022,FerrDb team
Ferroptosis,Cis,Cisplatin,5702198,34262021,Cisplatin exhibits synergistic therapeutic efficacy with DHA.,03/30/2022,FerrDb team
Ferroptosis,Flubendazole,Flubendazole,35802,33197601,_NA_,03/30/2022,FerrDb team
Ferroptosis,Disulfiram,Disulfiram,3117,34482117,_NA_,03/30/2022,FerrDb team
Ferroptosis,CuB,cucurbitacin B,5281316,33664249,_NA_,03/30/2022,FerrDb team
Ferroptosis,αESA,alpha-Eleostearic acid,5281115,33854057,_NA_,03/30/2022,FerrDb team
Ferroptosis,BEBT-908,BEBT-908,59474330,34711611,A dual-targeting PI3K and HDAC inhibitor.,03/30/2022,FerrDb team
Ferroptosis,Heteronemin,Heteronemin,21589810,33488943,_NA_,03/30/2022,FerrDb team
Ferroptosis,ZVI-NP,zero-valent-iron nanoparticle,_NA_,34093872,_NA_,03/31/2022,FerrDb team
Ferroptosis,Testosterone,Testosterone,6013,34645612,Supraphysiologic levels of testosterone.,03/31/2022,FerrDb team
Ferroptosis,Withaferin A,Withaferin A,265237,34884535,_NA_,03/31/2022,FerrDb team
Ferroptosis,Cis,Cisplatin,5702198,33781830,_NA_,04/06/2022,FerrDb team
Ferroptosis,rapa,rapamycin,5284616,34869326,_NA_,04/07/2022,FerrDb team
Ferroptosis,polyphyllin III,polyphyllin III,101377611,34040532,_NA_,04/07/2022,FerrDb team
Ferroptosis,APAP,Acetaminophen,1983,34401974,_NA_,04/07/2022,FerrDb team
Ferroptosis,Apatinib,Apatinib,11315474,33603479,_NA_,04/07/2022,FerrDb team
Ferroptosis,Levobupivacaine,Levobupivacaine,92253,34177591,_NA_,04/07/2022,FerrDb team
Ferroptosis,Sorafenib,Sorafenib,216239,34811833,_NA_,04/08/2022,FerrDb team
Ferroptosis,PdtaA,2-pyridylhydrazone dithiocarbamate s-acetic acid,_NA_,34917147,_NA_,04/08/2022,FerrDb team
Ferroptosis,Acrolein,Acrolein,7847,34813903,_NA_,04/10/2022,FerrDb team
Ferroptosis,Itaconic acid,Itaconic acid,811,34735880,_NA_,04/10/2022,FerrDb team
Ferroptosis,Hepcidin,Hepcidin,139033195,34987706,_NA_,04/10/2022,FerrDb team
Ferroptosis,20-HETE,20-Hydroxyeicosatetraenoic acid,5283157,34867747,An arachidonic acid metabolite.,04/11/2022,FerrDb team
Ferroptosis,FIN56,"N2,N7-dicyclohexyl-9-(hydroxyimino)-9H-fluorene-2,7-disulfonamide",118986699,34659551,_NA_,04/12/2022,FerrDb team
Ferroptosis,propofol,propofol,4943,34589146,_NA_,04/12/2022,FerrDb team
Ferroptosis,DATS,Diallyl trisulfide,16315,34044656,_NA_,04/12/2022,FerrDb team
Ferroptosis,Ketamine,Ketamine,3821,34566408,_NA_,04/12/2022,FerrDb team
Ferroptosis,TC,tagitinin C,11256548,34345202,_NA_,04/12/2022,FerrDb team
Ferroptosis,Erianin,Erianin,11214940,34776986,A natural product.,04/12/2022,FerrDb team
Ferroptosis,ART,Artesunate,6917864,34628002,_NA_,04/12/2022,FerrDb team
Ferroptosis,lycorine,lycorine,72378,34594422,_NA_,04/12/2022,FerrDb team
Ferroptosis,ZA,Zoledronic acid,68740,35003915,_NA_,04/12/2022,FerrDb team
Ferroptosis,Metformin,Metformin,4091,34644456,Metformin is an inhibitor in some other papers.,04/12/2022,FerrDb team
Ferroptosis,Baicalin,Baicalin,64982,35024325,Baicalin is an inhibitor in some other papers.,04/12/2022,FerrDb team
Ferroptosis,RSL3,"(1S,3R)-RSL3",1750826,34987700,_NA_,04/17/2022,FerrDb team
Ferroptosis,ART,Artesunate,6917864,34093811,A derivative of artemisinin.,04/17/2022,FerrDb team
Ferroptosis,DHA,Dihydroartemisinin,3000518,34093811,A derivative of artemisinin.,04/17/2022,FerrDb team
Ferroptosis,DHA,Dihydroartemisinin,3000518,34129254,_NA_,04/18/2022,FerrDb team
Ferroptosis,PdtaA,2-pyridylhydrazone dithiocarbamate s-acetic acid,_NA_,34691357,A dithiocarbamate derivative.,04/18/2022,FerrDb team
Ferroptosis,Bavachin,Bavachin,14236566,34707773,_NA_,04/18/2022,FerrDb team
Ferroptosis,DHA,Dihydroartemisinin,3000518,34925691,_NA_,04/18/2022,FerrDb team
Ferroptosis,ALI,Aristolactam I,96710,33584308,_NA_,04/18/2022,FerrDb team
Ferroptosis,Cd,Cadmium,23973,34403946,_NA_,04/18/2022,FerrDb team
Ferroptosis,Lidocaine,Lidocaine,3676,34122108,_NA_,04/25/2022,FerrDb team
Ferroptosis,Levobupivacaine,Levobupivacaine,92253,34175840,_NA_,04/25/2022,FerrDb team
Ferroptosis,AA,Arachidonic acid,444899,33691090,_NA_,04/25/2022,FerrDb team
Ferroptosis,Trypsin,Trypsin,78383895,34562639,_NA_,04/25/2022,FerrDb team
Ferroptosis,Oxalate,Oxalate,71081,34659638,_NA_,04/25/2022,FerrDb team
Ferroptosis,NiCl2,Nickel chloride,24385,34921910,_NA_,04/25/2022,FerrDb team
