,name,primary_id_type,display_name,uniprot_id,hgnc_id,ensg_id,effect_on_ferroptosis,source_table,type
126,Q96FL9,uniprot_id,GALNT14,Q96FL9,HGNC:22946,ENSG00000158089,,ferrdb_suppressor,protein
127,Q9BQ90,uniprot_id,KLHDC3,Q9BQ90,HGNC:20704,ENSG00000124702,,ferrdb_suppressor,protein
128,P09488,uniprot_id,GSTM1,P09488,HGNC:4632,ENSG00000134184,,ferrdb_suppressor,protein
129,Q99969,uniprot_id,RARRES2,Q99969,HGNC:9868,ENSG00000106538,,ferrdb_suppressor,protein
130,P51784,uniprot_id,USP11,P51784,HGNC:12609,ENSG00000102226,,ferrdb_suppressor,protein
131,Q14494,uniprot_id,NFE2L1,Q14494,HGNC:7781,ENSG00000082641,,ferrdb_suppressor,protein
132,Q16534,uniprot_id,HLF,Q16534,HGNC:4977,ENSG00000108924,,ferrdb_suppressor,protein
133,Q9NQ88,uniprot_id,TIGAR,Q9NQ88,HGNC:1185,ENSG00000078237,,ferrdb_suppressor,protein
134,Q14114,uniprot_id,LRP8,Q14114,HGNC:6700,ENSG00000157193,,ferrdb_suppressor,protein
135,Q15365,uniprot_id,PCBP1,Q15365,HGNC:8647,ENSG00000169564,,ferrdb_suppressor,protein
136,O94907,uniprot_id,DKK1,O94907,HGNC:2891,ENSG00000107984,,ferrdb_suppressor,protein
137,Q8N5F7,uniprot_id,NKAP,Q8N5F7,HGNC:29873,ENSG00000101882,,ferrdb_suppressor,protein
138,Q8IV42,uniprot_id,PSTK,Q8IV42,HGNC:28578,ENSG00000179988,,ferrdb_suppressor,protein
139,Q14767,uniprot_id,LTBP2,Q14767,HGNC:6715,ENSG00000119681,,ferrdb_suppressor,protein
140,Q9UNN5,uniprot_id,FAF1,Q9UNN5,HGNC:3578,ENSG00000185104,,ferrdb_suppressor,protein
141,Q9NSK7,uniprot_id,C19orf12,Q9NSK7,HGNC:25443,ENSG00000131943,,ferrdb_suppressor,protein
142,P37198,uniprot_id,NUP62,P37198,HGNC:8066,ENSG00000213024,,ferrdb_suppressor,protein
143,Q96RI1,uniprot_id,NR1H4,Q96RI1,HGNC:7967,ENSG00000012504,,ferrdb_suppressor,protein
144,O43435,uniprot_id,TBX1,O43435,HGNC:11592,ENSG00000184058,,ferrdb_suppressor,protein
145,P23142,uniprot_id,FBLN1,P23142,HGNC:3600,ENSG00000077942,,ferrdb_suppressor,protein
146,Q92685,uniprot_id,ALG3,Q92685,HGNC:23056,ENSG00000214160,,ferrdb_suppressor,protein
147,Q8NCA5,uniprot_id,FAM98A,Q8NCA5,HGNC:24520,ENSG00000119812,,ferrdb_suppressor,protein
148,Q658P3,uniprot_id,STEAP3,Q658P3,HGNC:24592,ENSG00000115107,,ferrdb_suppressor,protein
149,Q9BRK3,uniprot_id,MXRA8,Q9BRK3,HGNC:7542,ENSG00000162576,,ferrdb_suppressor,protein
150,Q8WUJ3,uniprot_id,CEMIP,Q8WUJ3,HGNC:29213,ENSG00000103888,,ferrdb_suppressor,protein
151,Q8IWT3,uniprot_id,CUL9,Q8IWT3,HGNC:15982,ENSG00000112659,,ferrdb_suppressor,protein
152,Q00987,uniprot_id,MDM2,Q00987,HGNC:6973,ENSG00000135679,,ferrdb_suppressor,protein
153,Q86U44,uniprot_id,METTL3,Q86U44,HGNC:17563,ENSG00000165819,,ferrdb_suppressor,protein
154,Q9Y239,uniprot_id,NOD1,Q9Y239,HGNC:16390,ENSG00000106100,,ferrdb_suppressor,protein
155,Q9UM47,uniprot_id,NOTCH3,Q9UM47,HGNC:7883,ENSG00000074181,,ferrdb_suppressor,protein
156,P06733,uniprot_id,ENO1,P06733,HGNC:3350,ENSG00000074800,,ferrdb_suppressor,protein
157,P14902,uniprot_id,IDO1,P14902,HGNC:6059,ENSG00000131203,,ferrdb_suppressor,protein
158,P18850,uniprot_id,ATF6,P18850,HGNC:791,ENSG00000118217,,ferrdb_suppressor,protein
159,P16234,uniprot_id,PDGFRA,P16234,HGNC:8803,ENSG00000134853,,ferrdb_suppressor,protein
160,Q15366,uniprot_id,PCBP2,Q15366,HGNC:8648,ENSG00000197111,,ferrdb_suppressor,protein
161,P42226,uniprot_id,STAT6,P42226,HGNC:11368,ENSG00000166888,,ferrdb_suppressor,protein
162,Q14103,uniprot_id,HNRNPD,Q14103,HGNC:5036,ENSG00000138668,,ferrdb_suppressor,protein
163,P03372,uniprot_id,ESR1,P03372,HGNC:3467,ENSG00000091831,,ferrdb_suppressor,protein
164,Q07955,uniprot_id,SRSF1,Q07955,HGNC:10780,ENSG00000136450,,ferrdb_suppressor,protein
165,Q96A54,uniprot_id,ADIPOR1,Q96A54,HGNC:24040,ENSG00000159346,,ferrdb_suppressor,protein
166,P08195,uniprot_id,SLC3A2,P08195,HGNC:11026,ENSG00000168003,,ferrdb_suppressor,protein
167,P51114,uniprot_id,FXR1,P51114,HGNC:4023,ENSG00000114416,,ferrdb_suppressor,protein
168,Q6NSZ9,uniprot_id,ZSCAN25,Q6NSZ9,HGNC:21961,ENSG00000197037,,ferrdb_suppressor,protein
169,P19440,uniprot_id,GGT1,P19440,HGNC:4250,ENSG00000100031,,ferrdb_suppressor,protein
170,P49368,uniprot_id,CCT3,P49368,HGNC:1616,ENSG00000163468,,ferrdb_suppressor,protein
171,Q96SL4,uniprot_id,GPX7,Q96SL4,HGNC:4559,ENSG00000116157,,ferrdb_suppressor,protein
172,O14965,uniprot_id,AURKA,O14965,HGNC:11393,ENSG00000087586,,ferrdb_suppressor,protein
173,Q9P0U3,uniprot_id,SENP1,Q9P0U3,HGNC:17927,ENSG00000079387,,ferrdb_suppressor,protein
174,Q8NAU1,uniprot_id,FNDC5,Q8NAU1,HGNC:20240,ENSG00000160097,,ferrdb_suppressor,protein
175,O94874,uniprot_id,UFL1,O94874,HGNC:23039,ENSG00000014123,,ferrdb_suppressor,protein
176,P12644,uniprot_id,BMP4,P12644,HGNC:1071,ENSG00000125378,,ferrdb_suppressor,protein
177,Q9UMX1,uniprot_id,SUFU,Q9UMX1,HGNC:16466,ENSG00000107882,,ferrdb_suppressor,protein
178,Q8WUK0,uniprot_id,PTPMT1,Q8WUK0,HGNC:26965,ENSG00000110536,,ferrdb_suppressor,protein
179,P02649,uniprot_id,APOE,P02649,HGNC:613,ENSG00000130203,,ferrdb_suppressor,protein
180,Q8WYB5,uniprot_id,KAT6B,Q8WYB5,HGNC:17582,ENSG00000156650,,ferrdb_suppressor,protein
181,Q06830,uniprot_id,PRDX1,Q06830,HGNC:9352,ENSG00000117450 ,,ferrdb_suppressor,protein
182,P32119,uniprot_id,PRDX2,P32119,HGNC:9353,ENSG00000167815,,ferrdb_suppressor,protein
183,Q13162,uniprot_id,PRDX4,Q13162,HGNC:17169,ENSG00000123131,,ferrdb_suppressor,protein
184,Q96P11,uniprot_id,NSUN5,Q96P11,HGNC:16385,ENSG00000130305,,ferrdb_suppressor,protein
185,P02654,uniprot_id,APOC1,P02654,HGNC:607,ENSG00000130208,,ferrdb_suppressor,protein
186,P49768,uniprot_id,PSEN1,P49768,HGNC:9508,ENSG00000080815,,ferrdb_suppressor,protein
187,P49810,uniprot_id,PSEN2,P49810,HGNC:9509,ENSG00000143801,,ferrdb_suppressor,protein
188,P14866,uniprot_id,HNRNPL,P14866,HGNC:5045,ENSG00000104824,,ferrdb_suppressor,protein
189,P15884,uniprot_id,TCF4,P15884,HGNC:11634,ENSG00000196628,,ferrdb_suppressor,protein
190,Q8TCT0,uniprot_id,CERK,Q8TCT0,HGNC:19256,ENSG00000100422,,ferrdb_suppressor,protein
191,P30530,uniprot_id,AXL,P30530,HGNC:905,ENSG00000167601,,ferrdb_suppressor,protein
192,P22455,uniprot_id,FGFR4,P22455,HGNC:3691,ENSG00000160867,,ferrdb_suppressor,protein
193,Q13283,uniprot_id,G3BP1,Q13283,HGNC:30292,ENSG00000145907,,ferrdb_suppressor,protein
194,O43504,uniprot_id,LAMTOR5,O43504,HGNC:17955,ENSG00000134248,,ferrdb_suppressor,protein
195,O95631,uniprot_id,NTN1,O95631,HGNC:8029,ENSG00000065320,,ferrdb_suppressor,protein
196,Q7KZF4,uniprot_id,SND1,Q7KZF4,HGNC:30646,ENSG00000197157,,ferrdb_suppressor,protein
197,Q86W50,uniprot_id,METTL16,Q86W50,HGNC:28484,ENSG00000127804,,ferrdb_suppressor,protein
198,P46937,uniprot_id,YAP1,P46937,HGNC:16262,ENSG00000137693,,ferrdb_suppressor,protein
199,Q9C0B1,uniprot_id,FTO,Q9C0B1,HGNC:24678,ENSG00000140718,,ferrdb_suppressor,protein
200,O43150,uniprot_id,ASAP2,O43150,HGNC:2721,ENSG00000151693,,ferrdb_suppressor,protein
201,P32929,uniprot_id,CSE,P32929,HGNC:2501,ENSG00000116761,,ferrdb_suppressor,protein
202,Q9Y6N5,uniprot_id,SQOR,Q9Y6N5,HGNC:20390,ENSG00000137767,,ferrdb_suppressor,protein
203,Q6PUV4,uniprot_id,CPLX2,Q6PUV4,HGNC:2310,ENSG00000145920,,ferrdb_suppressor,protein
204,Q96FL8,uniprot_id,SLC47A1,Q96FL8,HGNC:25588,ENSG00000142494,,ferrdb_suppressor,protein
205,P0DMC3,uniprot_id,APELA,P0DMC3,HGNC:48925,ENSG00000248329,,ferrdb_suppressor,protein
206,Q15758,uniprot_id,SLC1A5,Q15758,HGNC:10943,ENSG00000105281,,ferrdb_suppressor,protein
207,Q8NBP7,uniprot_id,PCSK9,Q8NBP7,HGNC:20001,ENSG00000169174,,ferrdb_suppressor,protein
208,P02790,uniprot_id,HPX,P02790,HGNC:5171,ENSG0000011016,,ferrdb_suppressor,protein
209,P01106,uniprot_id,MYC,P01106,HGNC:7553,ENSG00000136997,,ferrdb_suppressor,protein
210,O00425,uniprot_id,IGF2BP3,O00425,HGNC:28868,ENSG00000136231,,ferrdb_suppressor,protein
211,P52823,uniprot_id,STC1,P52823,HGNC:11373,ENSG00000159167,,ferrdb_suppressor,protein
212,Q5S007,uniprot_id,LRRK2,Q5S007,HGNC:18618,ENSG00000188906,,ferrdb_suppressor,protein
213,P55058,uniprot_id,PLTP,P55058,HGNC:9093,ENSG00000100979,,ferrdb_suppressor,protein
214,P11142,uniprot_id,HSPA8,P11142,HGNC:5241,ENSG00000109971,,ferrdb_suppressor,protein
215,O60245,uniprot_id,PCDH7,O60245,HGNC:8659,ENSG00000169851,,ferrdb_suppressor,protein
216,Q9BX46,uniprot_id,RBM24,Q9BX46,HGNC:21539,ENSG00000112183,,ferrdb_suppressor,protein
217,Q9H0A0,uniprot_id,NAT10,Q9H0A0,HGNC:29830,ENSG00000135372,,ferrdb_suppressor,protein
218,P17535,uniprot_id,JUND,P17535,HGNC:6206,ENSG00000130522,,ferrdb_suppressor,protein
219,O75030,uniprot_id,MITF,O75030,HGNC:7105,ENSG00000187098,,ferrdb_suppressor,protein
220,O60341,uniprot_id,KDM1A,O60341,HGNC:29079,ENSG00000004487,,ferrdb_suppressor,protein
221,Q8IUX7,uniprot_id,AEBP1,Q8IUX7,HGNC:303,ENSG00000106624,,ferrdb_suppressor,protein
222,Q15853,uniprot_id,USF2,Q15853,HGNC:12594,ENSG00000105698,,ferrdb_suppressor,protein
223,P14618,uniprot_id,PKM2,P14618,HGNC:9021,ENSG00000067225,,ferrdb_suppressor,protein
224,O94925,uniprot_id,GLS,O94925,HGNC:4331,ENSG00000115419,,ferrdb_suppressor,protein
225,P35367,uniprot_id,HRH1,P35367,HGNC:5182,ENSG00000196639,,ferrdb_suppressor,protein
226,P32322,uniprot_id,PYCR1,P32322,HGNC:9721,ENSG00000183010,,ferrdb_suppressor,protein
227,Q9BY76,uniprot_id,ANGPTL4,Q9BY76,HGNC:16039,ENSG00000167772,,ferrdb_suppressor,protein
228,Q9H0F6,uniprot_id,SHARPIN,Q9H0F6,HGNC:25321,ENSG00000179526,,ferrdb_suppressor,protein
229,O15068,uniprot_id,MCF2L,O15068,HGNC:14576,ENSG00000126217,,ferrdb_suppressor,protein
230,O00327,uniprot_id,BMAL1,O00327,HGNC:701,ENSG00000133794,,ferrdb_suppressor,protein
231,Q6IMN6,uniprot_id,CAPRIN2,Q6IMN6,HGNC:21259,ENSG00000110888,,ferrdb_suppressor,protein
232,P04035,uniprot_id,HMGCR,P04035,HGNC:5006,ENSG00000113161,,ferrdb_suppressor,protein
233,Q01954,uniprot_id,BNC1,Q01954,HGNC:1081,ENSG00000169594,,ferrdb_suppressor,protein
234,O94759,uniprot_id,TRPM2,O94759,HGNC:12339,ENSG00000142185,,ferrdb_suppressor,protein
235,Q8NER1,uniprot_id,TRPV1,Q8NER1,HGNC:12716,ENSG00000196689,,ferrdb_suppressor,protein
236,Q9C029,uniprot_id,TRIM7,Q9C029,HGNC:16278,ENSG00000146054,,ferrdb_suppressor,protein
237,P63027,uniprot_id,VAMP2,P63027,HGNC:12643,ENSG00000220205,,ferrdb_suppressor,protein
238,P55157,uniprot_id,MTTP,P55157,HGNC:7467,ENSG00000138823,,ferrdb_suppressor,protein
239,P22760,uniprot_id,AADAC,P22760,HGNC:17,ENSG00000114771,,ferrdb_suppressor,protein
240,P05106,uniprot_id,ITGB3,P05106,HGNC:6156,ENSG00000259207,,ferrdb_suppressor,protein
241,P21554,uniprot_id,CNR1,P21554,HGNC:2159,ENSG00000118432,,ferrdb_suppressor,protein
242,P56270,uniprot_id,MAZ,P56270,HGNC:6914,ENSG00000103495,,ferrdb_suppressor,protein
